source,title,url,published,description
oregonlive,$75K and counting: Can Clyde Drexler’s ‘Dream Team’ jersey best Scottie Pippen’s in online auction?,https://www.oregonlive.com/sports/2026/05/75k-and-counting-can-clyde-drexlers-dream-team-jersey-best-scottie-pippens-in-online-auction.html,"Wed, 13 May 2026 17:45:55 +0000","Clyde Drexler’s gold-medal game jersey draws $91,500 so far in ongoing auction."
alcom,Walmart’s Blackstone air fryer griddle combo is cheaper than you think,https://www.al.com/shopping/2026/05/walmarts-blackstone-air-fryer-griddle-combo-is-cheaper-than-you-think.html,"Wed, 13 May 2026 17:45:28 +0000",Walmart’s Blackstone 28-inch griddle with built-in air fryer offers a more affordable price point compared to similar outdoor griddle and air fryer combos.
njcom,"N.J. boys track & field sectionals, 2026: Preview & prediction for North 1, Group 3 meet",https://www.nj.com/highschoolsports/2026/05/nj-boys-track-field-sectionals-2026-preview-prediction-for-north-1-group-3-meet.html,"Wed, 13 May 2026 17:42:58 +0000","Here is our preview of the North 1, Group 3 boys sectional championship for N.J. track and field."
lehighvalley,Update: Thunderstorms with quarter-sized hail and damaging winds in McKean County Wednesday – gusts up to 60 mph,https://www.lehighvalleylive.com/weather-alerts/2026/05/damaging-winds-and-quarter-sized-hail-expected-with-thunderstorms-to-hit-mckean-and-warren-counties.html,"Wed, 13 May 2026 17:42:25 +0000",On Wednesday at 2:09 p.m. the National Weather Service issued an updated severe thunderstorm warning in effect until 3 p.m. for McKean County.
pennlive,Update: Expect damaging winds and quarter-sized hail with thunderstorms in McKean County Wednesday,https://www.pennlive.com/weather-alerts/2026/05/expect-damaging-winds-and-quarter-sized-hail-with-thunderstorms-in-mckean-and-warren-counties-wednes.html,"Wed, 13 May 2026 17:42:25 +0000",The National Weather Service issued an updated severe thunderstorm warning at 2:09 p.m. on Wednesday in effect until 3 p.m. for McKean County.
oregonlive,"A third of Oregon counties now have drought emergencies, state says",https://www.oregonlive.com/news/2026/05/a-third-of-oregon-counties-now-have-drought-emergencies-state-says.html,"Wed, 13 May 2026 17:42:11 +0000","Coos, Klamath and Wheeler counties join the list."
cleveland,Former spouse of hip-hop icon enters plea in DUI-related crash,https://www.cleveland.com/news/2026/05/former-spouse-of-hip-hop-icon-enters-plea-in-dui-related-crash.html,"Wed, 13 May 2026 17:41:36 +0000",Rap icon Eminem's ex-wife Kim Mathers has pleaded no contest to operating while impaired and failure to stop after a crash in Michigan.
lehighvalley,Ryder Cup captain reflects on Pa. roots ahead of PGA Championship,https://www.lehighvalleylive.com/sports/2026/05/ryder-cup-captain-reflects-on-pa-roots-ahead-of-pga-championship.html,"Wed, 13 May 2026 17:40:53 +0000","Ryder Cup captain Jim Furyk, a West Chester native and Manheim graduate, reflected on his Pa. roots ahead of the PGA Championship at Aronimink."
pennlive,Ryder Cup captain reflects on Pa. roots ahead of PGA Championship,https://www.pennlive.com/sports/2026/05/ryder-cup-captain-reflects-on-pa-roots-ahead-of-pga-championship.html,"Wed, 13 May 2026 17:40:53 +0000","Ryder Cup captain Jim Furyk, a West Chester native and Manheim graduate, reflected on his Pa. roots ahead of the PGA Championship at Aronimink."
njcom,Ryder Cup captain reflects on Pa. roots ahead of PGA Championship,https://www.nj.com/sports/2026/05/ryder-cup-captain-reflects-on-pa-roots-ahead-of-pga-championship.html,"Wed, 13 May 2026 17:40:53 +0000","Ryder Cup captain Jim Furyk, a West Chester native and Manheim graduate, reflected on his Pa. roots ahead of the PGA Championship at Aronimink."
njcom,Trump’s first VP wants to burn down the MAGA movement: ‘A new time of choosing’,https://www.nj.com/politics/2026/05/trumps-first-vp-wants-to-burn-down-the-maga-movement-a-new-time-of-choosing.html,"Wed, 13 May 2026 17:40:06 +0000","The former vice president criticizes Trump's tariffs, Ukraine policy shifts, and nationalist economic measures as departures from conservative principles that should spark debate within the Republican Party."
njcom,"N.J. girls track & field sectionals, 2026: Preview & prediction for North 2, Group 4 meet",https://www.nj.com/highschoolsports/2026/05/nj-girls-track-field-sectionals-2026-preview-prediction-for-north-2-group-4-meet.html,"Wed, 13 May 2026 17:40:00 +0000","Here's everything you need to know ahead of the North 2, Group 4 girls sectional meet at Ridge."
alcom,Newly-discovered asteroid to pass closer to Earth than the moon next week,https://www.al.com/news/2026/05/newly-discovered-asteroid-to-pass-closer-to-earth-than-the-moon-next-week.html,"Wed, 13 May 2026 17:39:53 +0000",Asteroid 2026JH2 is estimated to be around 50-100 feet wide.
masslive,Authorities identify Boston man killed in motorcycle collision,https://www.masslive.com/boston/2026/05/authorities-identify-boston-man-killed-in-motorcycle-collision.html,"Wed, 13 May 2026 17:39:02 +0000",A motorcyclist who died last week after a collision with another motorcyclist in Boston has been identified.
lehighvalley,Stanley’s stunning new America Collection is dropping at Target this Sunday,https://www.lehighvalleylive.com/shopping/2026/05/stanleys-stunning-new-america-collection-is-dropping-at-target-this-sunday.html,"Wed, 13 May 2026 17:38:57 +0000","Stanley's America Collection launches at Target May 17, featuring patriotic tumblers designed for summer festivities."
pennlive,Stanley’s stunning new America Collection is dropping at Target this Sunday,https://www.pennlive.com/shopping-deals/2026/05/stanleys-stunning-new-america-collection-is-dropping-at-target-this-sunday.html,"Wed, 13 May 2026 17:38:57 +0000","Stanley's America Collection launches at Target May 17, featuring patriotic tumblers designed for summer festivities."
silive,Man found dead on Hylan Boulevard sidewalk: NYPD investigating incident,https://www.silive.com/news/2026/05/man-found-dead-on-hylan-boulevard-sidewalk-nypd-investigating-incident.html,"Wed, 13 May 2026 17:38:14 +0000",The 46-year-old was pronounced dead after being found unresponsive on Hylan Boulevard around 12:50 p.m. Tuesday.
njcom,Teaneck residential properties sales: Sold from May 4 to 10,https://www.nj.com/realestate-news/2026/05/teaneck-residential-properties-sales-sold-from-may-4-to-10.html,"Wed, 13 May 2026 17:36:37 +0000","The following is a listing of all residential property transfers in Teaneck reported during the week of May 4. There were 16 transactions posted during this time. During this period, the median sale for the area was a 1,123-square-foot property on Beverly Road in Teaneck that sold for $655,000."
pennlive,Update: Thunderstorms with quarter-sized hail and damaging winds in Clarion and Jefferson counties Wednesday,https://www.pennlive.com/weather-alerts/2026/05/thunderstorms-with-damaging-winds-and-quarter-sized-hail-in-northwest-pa-wednesday-gusts-as-high-as.html,"Wed, 13 May 2026 17:36:25 +0000","At 2:34 p.m. on Wednesday, the National Weather Service released an updated severe thunderstorm warning in effect until 3 p.m. for Clarion and Jefferson counties."
lehighvalley,Update: Thunderstorms with damaging winds and quarter-sized hail in Clarion and Jefferson counties Wednesday,https://www.lehighvalleylive.com/weather-alerts/2026/05/damaging-winds-and-quarter-sized-hail-forecast-with-thunderstorms-to-hit-northwest-pa-wednesday.html,"Wed, 13 May 2026 17:36:25 +0000",On Wednesday at 2:34 p.m. an updated severe thunderstorm warning was released by the National Weather Service in effect until 3 p.m. for Clarion and Jefferson counties.
alcom,Here’s how Lane Kiffin apologized for viral ‘Vanity Fair’ comments: ‘It wasn’t calculated’,https://www.al.com/sec/2026/05/heres-how-lane-kiffin-apologized-for-viral-vanity-fair-comments-it-wasnt-calculated.html,"Wed, 13 May 2026 17:35:06 +0000",It's been a headline-heavy week for the LSU coach.
pennlive,York man sentenced after leaving gun that killed 5-year-old boy,https://www.pennlive.com/news/2026/05/york-man-sentenced-after-leaving-gun-that-killed-5-year-old-boy.html,"Wed, 13 May 2026 17:34:43 +0000","The 34-year-old York man will spend more than 17 years in federal prison after the 2019 fatal shooting of Elias Dowlatram, with investigators also uncovering illegal firearm possession and drug-related offenses."
mlive,Top 20 Kalamazoo-area girls track stars to watch entering regional championships,https://www.mlive.com/highschoolsports/2026/05/top-20-kalamazoo-area-girls-track-stars-to-watch-entering-regional-championships.html,"Wed, 13 May 2026 17:34:37 +0000",The Kalamazoo-area has plenty of must-see track talents entering the most important time of the season.
masslive,"Cambridge shooting victim expected to survive, uncle says",https://www.masslive.com/boston/2026/05/cambridge-shooting-victim-expected-to-survive-uncle-says.html,"Wed, 13 May 2026 17:33:29 +0000","Casmir Bangoura was driving his sister's car to a wash when he was shot multiple times on Memorial Drive in Cambridge, his uncle said."
alcom,South Alabama basketball adds Will Braden to staff,https://www.al.com/sports/2026/05/south-alabama-basketball-adds-will-braden-to-coaching-staff.html,"Wed, 13 May 2026 17:33:29 +0000",Braden spent last season at Central Arkansas
njcom,"N.J. boys track & field sectionals, 2026: Preview & prediction for North 1, Group 2 meet",https://www.nj.com/highschoolsports/2026/05/nj-boys-track-field-sectionals-2026-preview-prediction-for-north-1-group-2-meet.html,"Wed, 13 May 2026 17:33:18 +0000","Here is our preview of the North 1, Group 2 boys sectional championship for N.J. track and field."
mlive,Michigan Theatre members win control of board in lawsuit settlement,https://www.mlive.com/news/jackson/2026/05/settlement-in-michigan-theatre-lawsuit-puts-suing-members-in-control-of-board.html,"Wed, 13 May 2026 17:32:06 +0000","As a term, the nonprofit theater board has filled all positions to include 15 directors to allow for a “wide range of input and direction from the community,” the announcement states."
mlive,Top 20 Kalamazoo-area boys track stars to watch entering regional championships,https://www.mlive.com/highschoolsports/2026/05/top-20-kalamazoo-area-boys-track-stars-to-watch-entering-regional-championships.html,"Wed, 13 May 2026 17:30:56 +0000",The Kalamazoo-area has plenty of must-see track talents entering the most important time of the season.
syracuse,Syracuse strip club that sued city after it was shut down allowed to reopen,https://www.syracuse.com/crime/2026/05/syracuse-strip-club-that-sued-city-after-it-was-shut-down-allowed-to-reopen.html,"Wed, 13 May 2026 17:30:27 +0000",The Bada Bing strip club and city reach agreement to settle lawsuit.
cleveland,Alex Murdaugh murder conviction overturned,https://www.cleveland.com/news/2026/05/alex-murdaugh-murder-conviction-overturned.html,"Wed, 13 May 2026 17:30:13 +0000",Alex Murdaugh’s double-murder conviction was overturned after a major court ruling Tuesday.
njcom,Key games and seeding battles with 4 days until softball postseason cutoff,https://www.nj.com/highschoolsports/2026/05/key-games-and-seeding-battles-with-4-days-until-softball-postseason-cutoff.html,"Wed, 13 May 2026 17:30:03 +0000",Check the key softball playoff position battles over the next few days.
njcom,Boys Tennis Players of the Week in all 15 conferences for May 13: Can he be beat?,https://www.nj.com/highschoolsports/2026/05/boys-tennis-players-of-the-week-in-all-15-conferences-for-may-13-can-he-be-beat.html,"Wed, 13 May 2026 17:30:00 +0000",Have a look at the boys tennis Players of the Week.
njcom,Trump publicly calls out ‘bum’ GOP staffer — after once nominating him,https://www.nj.com/politics/2026/05/trump-publicly-calls-for-bum-gop-staffer-to-be-fired-after-once-nominating-him.html,"Wed, 13 May 2026 17:30:00 +0000","The president called him a ""Never Trumper,"" despite nominating him during his first term."
njcom,"N.J. girls track & field sectionals, 2026: Preview & prediction for North 2, Group 3 meet",https://www.nj.com/highschoolsports/2026/05/nj-girls-track-field-sectionals-2026-preview-prediction-for-north-2-group-3-meet.html,"Wed, 13 May 2026 17:30:00 +0000","Here's everything you need to know ahead of the North 2, Group 3 girls sectional meet at Warren Hills."
mlive,See all early state qualifiers for 2026 Michigan high school boys high school track and field,https://www.mlive.com/highschoolsports/2026/05/see-all-early-state-qualifiers-for-2026-michigan-high-school-boys-high-school-track-and-field.html,"Wed, 13 May 2026 17:30:00 +0000",Many of Michigan's top high school boys track athletes have secured state finals spots via early qualifying meets ahead of this week's regional finals.
syracuse,Two new Section III teams crack latest state baseball rankings,https://www.syracuse.com/highschoolsports/2026/05/2-new-section-iii-crack-latest-state-baseball-rankings.html,"Wed, 13 May 2026 17:28:27 +0000",The NYSSWA will release state rankings every Tuesday throughout the season.
njcom,"N.J. baseball power continues dominance, clinches share of division title",https://www.nj.com/highschoolsports/2026/05/nj-baseball-power-continues-dominance-clinches-share-of-division-title.html,"Wed, 13 May 2026 17:27:52 +0000",A seven-run fifth helped lock up the Pirates' 12th division title in 16 seasons.
mlive,This stunning Detroit Pistons floral T-shirt is the perfect way to show support as the team battles Cleveland,https://www.mlive.com/shopping/2026/05/this-stunning-detroit-pistons-floral-t-shirt-is-the-perfect-way-to-show-support-as-the-team-battles-cleveland.html,"Wed, 13 May 2026 17:27:31 +0000",Show your support for the Pistons as they battle Cleveland in the Eastern Conference semifinals with this eye-catching graphic tee available from Fanatics.
njcom,"See all residential properties sold in Edison area, May 4 to 10",https://www.nj.com/realestate-news/2026/05/see-all-residential-properties-sold-in-edison-area-may-4-to-10.html,"Wed, 13 May 2026 17:26:37 +0000","The following is a listing of all residential property transfers in Edison area reported during the week of May 4. There were 13 transactions posted during this time. During this period, the median sale for the area was a 1,080-square-foot property on Magee Road in Edison that sold for $530,000."
cleveland,Journey bringing ‘Final Frontier’ to Rocket Arena in the fall,https://www.cleveland.com/entertainment/2026/05/journey-bringing-final-frontier-to-rocket-arena-in-the-fall.html,"Wed, 13 May 2026 17:25:03 +0000","Classic rock icons rolling through Cleveland one more time? It will be their third trip here in three years, so never say never: there's a big songbook to tap into."
syracuse,Update: Thunderstorms with quarter-sized hail and damaging winds in Ontario and Wayne counties Wednesday,https://www.syracuse.com/weather-alerts/2026/05/thunderstorms-with-penny-sized-hail-and-damaging-winds-in-western-ny-wednesday-gusts-may-reach-60-mp.html,"Wed, 13 May 2026 17:23:25 +0000",On Wednesday at 3:43 p.m. an updated severe thunderstorm warning was released by the National Weather Service in effect until 4:15 p.m. for Ontario and Wayne counties.
silive,New ‘Godfather’ novel set for 2027 puts focus on Vito Corleone’s only daughter,https://www.silive.com/entertainment/2026/05/new-godfather-novel-set-for-2027-puts-focus-on-vito-corleones-only-daughter.html,"Wed, 13 May 2026 17:23:04 +0000",“Connie” is scheduled for a fall 2027 release and will center on the Corleone family member played by Talia Shire.
silive,NY weather: Penny-sized hail and damaging winds anticipated with thunderstorms in part of New York Wednesday,https://www.silive.com/weather-alerts/2026/05/ny-weather-penny-sized-hail-and-damaging-winds-anticipated-with-thunderstorms-in-part-of-new-york-we.html,"Wed, 13 May 2026 17:22:25 +0000","On Wednesday at 1:17 p.m. a severe thunderstorm warning was issued by the National Weather Service in effect until 2:15 p.m. for Allegany, Cattaraugus and Chautauqua counties."
pennlive,Here are the District 3 girls lacrosse tournament brackets,https://www.pennlive.com/highschoolsports/2026/05/here-are-the-district-3-girls-lacrosse-tournament-brackets.html,"Wed, 13 May 2026 17:22:14 +0000",Here are the District 3 girls lacrosse tournament brackets.
cleveland,"If you have library books due this Memorial Day weekend in Westlake, here's what you need to know",https://www.cleveland.com/community/2026/05/community-can-hold-on-to-books-over-memorial-day.html,"Wed, 13 May 2026 17:20:23 +0000","Hold on to your library books -- the Westlake Porter Public Library parking lot will be closed for maintenance from 5 p.m. Sunday, May 24, until Tuesday morning, May 26."
njcom,"N.J. girls track & field sectionals, 2026: Preview & prediction for North 2, Group 2 meet",https://www.nj.com/highschoolsports/2026/05/nj-girls-track-field-sectionals-2026-preview-prediction-for-north-2-group-2-meet.html,"Wed, 13 May 2026 17:20:00 +0000","Here's everything you need to know ahead of the North 2, Group 2 girls sectional meet at Warren Hills."
cleveland,Journey Cleveland tickets: Best deals to ‘Final Frontier’ Nov. 12 concert,https://www.cleveland.com/live-entertainment/2026/05/journey-cleveland-tickets-best-deals-to-final-frontier-nov-12-concert.html,"Wed, 13 May 2026 17:19:52 +0000","Journey’s farewell tour is landing in Cleveland on Nov. 12, and here’s how to secure ticket savings during the busy presale rush."
alcom,Best Buy is offering $100 off Ninja’s Foodi Smart XL indoor grill,https://www.al.com/shopping/2026/05/best-buy-is-offering-100-off-ninjas-foodi-smart-xl-indoor-grill.html,"Wed, 13 May 2026 17:19:15 +0000",Best Buy is offering $100 off the Ninja Foodi Smart XL indoor grill with air fryer just ahead of summer cooking season.
cleveland,FBI seeks victims in Cleveland Instagram influencer investment case,https://www.cleveland.com/crime/2026/05/fbi-seeks-victims-in-cleveland-instagram-influencer-investment-case.html,"Wed, 13 May 2026 17:18:40 +0000","The FBI is seeking to talk to more victims in a federal fraud case against Gregory and Danielle Parker, accused of using real estate seminars and Instagram to swindle investors."
cleveland,Comparing Donovan Mitchell’s Game 4 outburst to LeBron James’ 2007 dominance in Game 5 vs. the Pistons,https://www.cleveland.com/pluto/2026/05/comparing-donovan-mitchells-game-4-outburst-vs-lebron-james-2007-dominance-in-game-5-vs-the-pistons.html,"Wed, 13 May 2026 17:17:50 +0000",Mitchell tied a record from 1987 when he want off in the second half of Game 4 vs. the Pistons.
njcom,Recently sold residential properties in Lakewood area: May 4 to 10,https://www.nj.com/realestate-news/2026/05/recently-sold-residential-properties-in-lakewood-area-may-4-to-10.html,"Wed, 13 May 2026 17:16:37 +0000","The following is a listing of all residential property transfers in Lakewood area reported during the week of May 4. There were 14 transactions posted during this time. During this period, the median sale for the area was a 1,807-square-foot property on Morningside Court in Lakewood that sold for $535,000."
silive,"Grocery prices in America are definitely up, and they may continue to rise",https://www.silive.com/business/2026/05/grocery-prices-in-america-are-definitely-up-and-they-may-continue-to-rise.html,"Wed, 13 May 2026 17:15:53 +0000","Prices at restaurants, fast-food chains and other places to get prepared meals also increased."
njcom,"Flag football stat leaders by conference and statewide, through May 12",https://www.nj.com/highschoolsports/2026/05/flag-football-stat-leaders-by-conference-and-statewide-through-may-12.html,"Wed, 13 May 2026 17:15:43 +0000",See who are the current conference and statewide stat leaders in flag football.
njcom,"Barcelona vs. Deportivo Alavés Live Stream (5/13/26) | Time, channel for La Liga match",https://www.nj.com/tv/2026/05/barcelona-vs-deportivo-alaves-live-stream-51326-time-channel-for-la-liga-match.html,"Wed, 13 May 2026 17:15:00 +0000","Barcelona faces Deportivo Alavés on Wednesday, May 13, 2026 in a La Liga match at Mendizorrotza Stadium in Vitoria-Gasteiz, Spain — here’s how to watch."
masslive,Former Red Sox reliever finds new home with first place NL Central team,https://www.masslive.com/redsox/2026/05/former-red-sox-reliever-finds-new-home-with-first-place-nl-central-team.html,"Wed, 13 May 2026 17:13:55 +0000",Liam Hendriks is no longer a free agent.
oregonlive,"Hot tubs are discounted up to 70% off from Wayfair during the Memorial Day sale, happening now",https://www.oregonlive.com/shopping-deals/2026/05/hot-tubs-are-discounted-up-to-70-off-from-wayfair-during-the-memorial-day-sale-happening-now.html,"Wed, 13 May 2026 17:13:25 +0000","he Lifesmart Spas Leganza model features LED lighting, a built-in waterfall, and energy-saving insulation that could help offset utility costs."
alcom,May Social Security payment schedule: Here’s when benefits will arrive,https://www.al.com/news/2026/05/may-social-security-payment-schedule-heres-when-benefits-will-arrive.html,"Wed, 13 May 2026 17:12:12 +0000","People who receive both Social Security and SSI or those who began drawing from Social Security before May 1997, are paid on separate dates."
njcom,West Jersey Flag Football League season statistical leaders through May 12,https://www.nj.com/highschoolsports/2026/05/west-jersey-flag-football-league-season-statistical-leaders-through-may-12.html,"Wed, 13 May 2026 17:12:05 +0000",The top offensive and defensive statistical flag football leaders in the West Jersey Football League
masslive,Longtime Central Mass. cheese shop to close this summer,https://www.masslive.com/centralmass/2026/05/longtime-central-mass-cheese-shop-to-close-this-summer.html,"Wed, 13 May 2026 17:08:41 +0000",Pecorino Cheese Shop in North Grafton will close July 31 as the owner plans retirement in Italy after 16 years in business.
silive,Netflix’s new animated movie becomes streamer’s biggest weekly performer,https://www.silive.com/entertainment/tvfilm/2026/05/netflixs-new-animated-movie-becomes-streamers-biggest-weekly-performer.html,"Wed, 13 May 2026 17:08:33 +0000",The Nathan Greno-directed film reached the milestone in its second week on the platform.
oregonlive,This popular cooling mattress is over 50% off at Wayfair right now during the big Memorial Day Sale,https://www.oregonlive.com/shopping-deals/2026/05/this-popular-cooling-mattress-is-over-50-off-at-wayfair-right-now-during-the-big-memorial-day-sale.html,"Wed, 13 May 2026 17:07:35 +0000","Wayfair's sale runs through May 25 and includes the Avenco cooling hybrid with medium firmness, strong customer ratings, and certifications that matter to quality-conscious shoppers."
mlive,"Olivia Rodrigo ‘Unraveled Tour’ is totally sold out, here’s where you can still get tickets",https://www.mlive.com/live-entertainment/2026/05/olivia-rodrigo-unraveled-tour-is-totally-sold-out-heres-where-you-can-still-get-tickets.html,"Wed, 13 May 2026 17:06:37 +0000","All 56 dates of Olivia Rodrigo’s upcoming “The Unraveled Tour” North American leg sold out within minutes of the general on-sale held on Thursday, May 7."
masslive,Social Security's cost-of-living increase may be on the rise in 2027 as seniors struggle,https://www.masslive.com/news/2026/05/social-security-cola-2027-predictions-out-now-good-or-bad-news-for-retirees.html,"Wed, 13 May 2026 17:05:45 +0000",A new COLA prediction suggests a bump in next year's Social Security increase — but experts say the math still isn't working in seniors' favor.
mlive,Trump’s message to struggling Americans: ‘I don’t think about Americans’ financial situation’,https://www.mlive.com/politics/2026/05/trumps-message-to-struggling-americans-i-dont-think-about-americans-financial-situation.html,"Wed, 13 May 2026 17:05:43 +0000",President Trump said he's more concerned with Iran not having a nuclear weapon than he is on the finances of Americans.
syracuse,Syracuse women’s basketball team adds transfer from Iowa,https://www.syracuse.com/orangewomen/2026/05/syracuse-womens-basketball-team-adds-transfer-from-iowa.html,"Wed, 13 May 2026 17:04:49 +0000","Emely Rodriguez, a 6-foot guard, made the Big 12 Conference All-Rookie team two years ago at Central Florida."
masslive,"Western Mass. man killed his father, then confessed to police a week later, DA says",https://www.masslive.com/westernmass/2026/05/north-adams-man-killed-his-father-then-confessed-to-police-a-week-later-da-says.html,"Wed, 13 May 2026 17:03:42 +0000","A Western Massachusetts man was charged with murder this week after confessing to police that he stabbed his father to death a week earlier, according to prosecutors."
pennlive,Best sweepstakes sites that reward daily players in 2026,https://www.pennlive.com/sweepstakes-casinos/2026/05/best-sweepstakes-sites-that-reward-daily-players-in-2026.html,"Wed, 13 May 2026 17:03:00 +0000",Discover the best sweepstakes sites in over 35 states. Claim fantastic welcome offers and the top daily rewards at the best sweepstakes casino sites in 2026.
cleveland,Woman wounded during mass shooting at Airbnb party in Bath sues,https://www.cleveland.com/court-justice/2026/05/woman-wounded-during-mass-shooting-at-airbnb-party-in-bath-sues.html,"Wed, 13 May 2026 17:01:03 +0000",A lawsuit accuses Airbnb and the owner of a Bath Township property of negligence after a mass shooting at a party.
masslive,"Rookie Patriots linebacker choked woman during argument in Boston College dorm, police say",https://www.masslive.com/news/2026/05/rookie-patriots-linebacker-choked-woman-during-argument-in-boston-college-dorm-police-say.html,"Wed, 13 May 2026 17:00:28 +0000",Quintayvious Hutchins pleaded not guilty to a single misdemeanor charge of assault and battery on a household/family member on Wednesday.
alcom,KATSEYE announce North American leg of ‘The WILDWORLD Tour’: Everything to know about securing seats,https://www.al.com/live-entertainment/2026/05/katseye-announce-north-american-leg-of-the-wildworld-tour-everything-to-know-about-securing-seats.html,"Wed, 13 May 2026 17:00:19 +0000",The global girl group KATSEYE is set to visit several North American arenas throughout the fall as part of their WILDWORLD Tour.
mlive,Michigan seeks volunteers to track osprey nests statewide,https://www.mlive.com/environment/2026/05/michigan-seeks-volunteers-to-track-osprey-nests-statewide.html,"Wed, 13 May 2026 17:00:08 +0000","These distinctive raptors have adapted to modern life, building nests up to 6 feet wide on human-made structures across the state."
syracuse,NYISO clarifies role when data centers want to connect to the grid  (Your Letters),https://www.syracuse.com/opinion/2026/05/nyiso-clarifies-role-when-data-centers-want-to-connect-to-the-grid-your-letters.html,"Wed, 13 May 2026 17:00:00 +0000",The independent system operator says it performs reliability studies but doesn't advise utilities or exercise discretionary authority over project approvals in New York.
oregonlive,"Dear Abby: Grandpa is so angry he’s not walking bride down the aisle, he’s ready to skip wedding",https://www.oregonlive.com/advice/2026/05/dear-abby-grandpa-is-so-angry-hes-not-walking-bride-down-the-aisle-hes-ready-to-skip-wedding.html,"Wed, 13 May 2026 17:00:00 +0000",He can't believe she's choosing mom's boyfriend over him. Does he need to get a grip?
masslive,Sewer gas leak recall: The dangerous reason some RVs are being pulled off the road,https://www.masslive.com/business/2026/05/a-plumbing-defect-is-sending-sewer-gas-into-the-cabins-of-rvs-prompting-recall.html,"Wed, 13 May 2026 16:59:39 +0000",Several RVs are being recalled after the company discovered a vent pipe defect that could leak sewer gas into the trailer cabins.
pennlive,Creamy sesame noodles recalled after possible peanut contamination,https://www.pennlive.com/news/2026/05/creamy-sesame-noodles-recalled-after-possible-peanut-contamination.html,"Wed, 13 May 2026 16:59:30 +0000",The Fly By Jing brand of noodles were distributed nationwide through retail stores and sold online.
cleveland,Painesville Township approves temporary moratorium on data centers,https://www.cleveland.com/lake-county/2026/05/painesville-township-approves-temporary-moratorium-on-data-centers.html,"Wed, 13 May 2026 16:59:07 +0000",The 12-month pause gives officials time to develop zoning regulations as debates over data centers intensify across Northeast Ohio.
cleveland,Ohio’s school voucher house of cards is collapsing in court. The state’s defense is embarrassing,https://www.cleveland.com/news/2026/05/ohios-school-voucher-house-of-cards-is-collapsing-in-court-the-states-defense-is-embarrassing.html,"Wed, 13 May 2026 16:58:10 +0000","When the state's best argument for school voucher equality is “you're allowed to apply for admission,"" Ohio's billion-dollar private school subsidy is in trouble."
cleveland,Willoughby-Eastlake free meal participation jumps 35% after meals become free for all,https://www.cleveland.com/lake-county/2026/05/willoughby-eastlake-says-free-school-meal-participation-jumped-35-in-first-year.html,"Wed, 13 May 2026 16:57:56 +0000","The district's food service program is projected to finish the year with a $350,000 deficit as officials report poverty rates have climbed above 50% in the community."
syracuse,"Unforgettable ‘80s movie actor dies at 71: ‘He was kind, he was cool’",https://www.syracuse.com/celebrity-news/2026/05/unforgettable-80s-movie-actor-dies-at-71-he-was-kind-he-was-cool.html,"Wed, 13 May 2026 16:57:42 +0000","His famous catchphrase was also immortalized in ""The Simpsons."""
oregonlive,Save 30% on Anthropologie's outdoor furniture section thru Sunday,https://www.oregonlive.com/shopping-deals/2026/05/anthropologie-is-having-a-major-outdoor-furniture-sale-with-up-to-30-off-through-sunday.html,"Wed, 13 May 2026 16:57:42 +0000","The Lillie Indoor/Outdoor Coffee Table is included in the retailer's outdoor living sale, offering a flexible solution for small spaces with its rounded shape and neutral finish."
masslive,This $600 vacuum is only $94 in jaw-dropping Wayfair Memorial Day sale,https://www.masslive.com/shopping-deals/2026/05/this-600-vacuum-is-only-94-in-jaw-dropping-wayfair-memorial-day-sale.html,"Wed, 13 May 2026 16:56:10 +0000",Wayfair is offering an 84% discount on a feature-rich cordless stick vacuum during its Memorial Day sale.
alcom,Target’s $200 modern rocking chaise lounge is on sale for just $100,https://www.al.com/shopping/2026/05/targets-200-modern-rocking-chaise-lounge-is-on-sale-for-just-100.html,"Wed, 13 May 2026 16:54:40 +0000","Target is offering a rare markdown on a Costway acacia wood chaise lounge, a stylish outdoor rocker designed for patios, porches and poolside lounging this spring."
oregonlive,2026 Arizona high school baseball state finals: AIA state championship tournament schedule and where to watch,https://www.oregonlive.com/tv/2026/05/2026-arizona-high-school-baseball-state-finals-aia-state-championship-tournament-schedule-and-where-to-watch.html,"Wed, 13 May 2026 16:54:08 +0000",Arizona high school baseball state tournament games take place at five venues with all games livestreamed through May 19.
alcom,"Alabama nurse killed at DCH by patient in mental health episode, police say: ‘We are all grieving’",https://www.al.com/crime/2026/05/alabama-nurse-shot-at-dch-was-killed-robbed-by-patient-in-mental-health-episode-police-say.html,"Wed, 13 May 2026 16:53:03 +0000","Ada Doss, a wife, mother of two and nurse case manager, died from a single gunshot wound in the parking lot."
silive,"Breaking isolation: Staten Island field day brings deaf,  hard-of-hearing students together (33 photos)",https://www.silive.com/education/2026/05/breaking-isolation-staten-island-field-day-brings-deaf-hard-of-hearing-students-together-33-photos.html,"Wed, 13 May 2026 16:52:59 +0000","Teacher Deirdre Rodgers explained how the annual event helps students break out of their ""little bubble"" and allows parents to connect."
syracuse,Former NY prison guard admits filling out false paperwork after beating killed inmate,https://www.syracuse.com/crime/2026/05/former-ny-prison-guard-admits-filling-out-false-paperwork-after-beating-killed-inmate.html,"Wed, 13 May 2026 16:51:33 +0000",He was the last defendant scheduled to go to trial in the death of Messiah Nantwi at prison in Oneida County.
